ax,ay,az,gx,gy,gz,temp,time
-15184,-1204,5884,-293,6255,-1260,2704,187770
-15948,-748,5444,-1619,6629,-1634,2704,187791
-16008,-1228,6788,-978,3113,-575,2736,187812
-15008,-1476,7008,738,336,33,2656,187833
-15476,-1792,6348,1502,-1132,72,2656,187854
-16424,-1152,5668,1614,-718,-17,2848,187875
-15944,-1060,5772,1381,-1398,231,2720,187896
-15488,-1540,6248,1774,-2407,142,2720,187917
-15396,-1564,6628,2738,-4332,269,2736,187938
-15336,-948,6540,3399,-6237,-235,2704,187959
-15728,-1028,6388,3751,-6806,-874,2704,187980
-14960,-1076,6912,3344,-5855,-798,2704,188001
-14880,-1412,7556,3320,-5085,-621,2768,188022
-14620,-1192,7580,3301,-4958,-464,2656,188043
-15328,-1352,8088,3914,-6078,-124,2704,188064
-15920,-872,8376,3696,-6131,-315,2704,188085
-15184,-1092,8628,3591,-4965,590,2768,188106
-14112,-1004,8916,3555,-3457,474,2704,188127
-14576,-788,8400,3031,-2275,237,2656,188148
-14528,-708,9088,2820,-2435,97,2720,188169
-14700,-304,8660,2027,-1015,159,2736,188190
-14624,-840,9088,1531,-308,179,2720,188211
-14464,-860,9184,1667,-564,378,2784,188232
-14720,-664,8964,1632,-688,408,2768,188253
-13984,-448,9048,1374,-543,517,2640,188274
-14880,-492,9064,921,-617,73,2704,188295
-14396,-588,9268,1018,-593,238,2736,188316
-14348,-704,9244,1114,-756,199,2736,188337
-14104,-632,9376,1061,-857,236,2768,188358
-14288,-620,9664,1037,-973,359,2704,188379
-14732,-684,9696,1069,-1176,427,2816,188400
-14336,-472,9388,703,-512,469,2704,188421
-13884,-380,9268,354,80,141,2704,188442
-14236,-520,9664,-19,72,-25,2720,188463
-14924,-852,9684,318,-163,301,2704,188484
-14364,-456,9660,501,342,704,2704,188505
-14300,-416,9640,235,684,755,2704,188526
-14040,-216,9236,-1,925,204,2672,188547
-14116,-416,9784,21,612,177,2720,188568
-14696,-492,9652,174,190,626,2736,188589
-14488,-432,9552,216,406,783,2720,188610
-14256,-60,9292,-50,560,691,2736,188631
-14136,-296,9628,-382,440,420,2656,188652
-14392,-280,9648,-354,-217,415,2720,188673
-14524,-424,9456,-323,-626,615,2672,188694
-14276,-424,9564,-25,-722,704,2704,188715
-14116,-420,9840,152,-893,501,2784,188736
-14128,-440,9736,432,-1794,150,2720,188757
-14472,-204,9836,460,-2529,-334,2720,188778
-14736,-436,10088,656,-3197,-4,2704,188799
-14212,-440,10028,1182,-4324,337,2704,188820
-13540,-500,10392,1307,-4683,366,2704,188841
-13708,-248,10336,1680,-5202,-20,2704,188862
-13872,-292,10644,1373,-4772,-430,2720,188883
-13724,-312,11056,1237,-3976,-612,2704,188904
-13456,-276,11168,1080,-3476,-543,2736,188925
-13120,-256,11044,669,-2885,-128,2704,188946
-13140,-100,11048,204,-2517,33,2816,188967
-13036,-404,11620,70,-2073,-307,2736,188988
-13252,-352,11460,18,-1414,-440,2720,189009
-13164,-228,11484,86,-1153,-222,2704,189030
-12972,-192,11532,-174,-878,-82,2768,189051
-13024,-400,11524,-357,-601,-255,2720,189072
-13004,-440,11600,-148,-509,-84,2656,189093
-12912,-552,11832,-62,-428,234,2720,189114
-13132,-508,11632,242,-456,365,2704,189135
-13124,-520,11788,289,-444,668,2704,189156
-12764,-456,11816,328,-603,486,2704,189177
-13076,-432,11724,54,-517,343,2720,189198
-13028,-484,11964,86,-511,384,2736,189219
-12868,-284,11860,84,-712,345,2672,189240
-12860,-500,12208,242,-1100,484,2736,189261
-12704,-472,12056,265,-1237,291,2672,189282
-13004,-388,12240,338,-944,74,2672,189303
-12924,-336,12136,202,-957,248,2720,189324
-12696,-172,11812,-85,-1047,344,2640,189345
-12524,-328,12160,-543,-1070,128,2640,189366
-12556,-504,12156,-775,-1384,179,2640,189387
-12568,-512,12500,-681,-1587,230,2784,189408
-12572,-840,12664,-344,-1781,52,2720,189429
-12324,-564,12180,-199,-1919,31,2720,189450
-12460,-464,12404,-789,-1564,129,2704,189471
-12064,-792,12504,-951,-1333,-39,2704,189492
-12136,-1088,12544,-925,-901,-180,2736,189513
-12080,-1012,12832,-376,-701,-458,2720,189534
-12116,-796,12848,-65,-1159,-257,2832,189555
-12076,-544,12748,116,-1329,-56,2736,189576
-12508,-560,12852,-50,-2240,-51,2704,189597
-11884,-400,12816,73,-3482,18,2736,189618
-12040,-820,13096,-500,-2894,-345,2736,189639
-12180,-1296,13504,226,-2912,-85,2720,189660
-11664,-1212,13876,1427,-2571,309,2720,189681
-11564,-648,13516,2181,-2854,568,2704,189702
-11244,-204,13640,2381,-4049,20,2720,189723
-11568,-428,13736,2698,-4492,220,2736,189744
-11352,-612,13804,2618,-3963,509,2720,189765
-10704,-572,13680,2325,-3165,249,2736,189786
-10448,-68,13752,1980,-3111,-462,2720,189807
-11092,188,13804,1657,-4078,-627,2704,189828
-10792,-180,14068,1602,-5004,470,2720,189849
-10816,-572,14324,1662,-5372,626,2672,189870
-10036,-544,14200,1111,-3679,-183,2736,189891
-10348,-312,14480,182,-2522,-665,2720,189912
-9984,-212,14960,29,-2552,-205,2720,189933
-10188,-56,14792,100,-4322,221,2720,189954
-9848,-280,14972,-279,-4380,847,2656,189975
-9264,-520,15212,-612,-4160,490,2720,189996
-9696,-616,15536,-1011,-3596,-264,2608,190017
-9564,-448,15404,-1027,-4027,8,2704,190038
-9320,-388,15452,-1470,-4621,522,2816,190059
-8700,-848,15804,-1247,-5072,1124,2704,190080
-8280,-864,15792,-1160,-4503,734,2736,190101
-8852,-804,16088,-1648,-3518,-83,2704,190122
-8788,-932,16624,-1071,-3118,317,2720,190143
-8112,-732,15944,-946,-3349,761,2720,190164
-8032,-780,15952,-1047,-3274,995,2704,190185
-7988,-948,16004,-1525,-3261,662,2704,190206
-7788,-964,16372,-1765,-2593,210,2656,190227
-7924,-964,16292,-1975,-2263,261,2656,190248
-7700,-1240,16564,-1893,-2317,309,2704,190269
-7732,-1380,16356,-1620,-2759,492,2720,190290
-7184,-1212,16028,-1572,-2968,431,2720,190311
-7528,-1616,16716,-1592,-3940,-252,2656,190332
-7568,-1436,16932,-1315,-3984,-304,2736,190353
-6800,-1296,16880,-667,-5187,273,2720,190374
-6604,-1584,17136,38,-6282,671,2704,190395
-5672,-1952,16788,941,-5936,761,2736,190416
-6236,-1952,17212,1255,-5718,-5,2704,190437
-5560,-1672,17140,2232,-6297,-388,2656,190458
-5624,-1308,17196,1968,-5184,-1228,2736,190479
-6024,-1144,17356,1871,-4290,-580,2720,190500
-5048,-1284,17756,2405,-4005,-35,2736,190521
-4984,-1280,17404,2728,-3122,350,2720,190542
-5140,-1172,17520,2488,-1834,-99,2720,190563
-4892,-924,17588,2198,-1611,-258,2720,190584
-4672,-616,17512,1811,-1766,-223,2704,190605
-4740,-576,17592,1584,-2164,109,2768,190626
-4588,-680,17736,1277,-2110,88,2704,190647
-4320,-1020,17900,1392,-2427,127,2704,190668
-4220,-624,17588,1153,-2127,-75,2672,190689
-4212,-584,17792,583,-2728,-199,2704,190710
-4088,-672,17920,58,-2694,-310,2704,190731
-4140,-1028,18096,-199,-2272,-771,2656,190752
-3852,-996,18064,184,-1935,-739,2720,190773
-3636,-1040,18196,949,-2465,-292,2720,190794
-3712,-948,18208,1522,-2589,-264,2656,190815
-3532,-660,17968,1076,-2690,-314,2720,190836
-3428,-716,17796,293,-2284,-621,2704,190857
-3224,-1000,18040,160,-2274,-685,2720,190878
-3024,-968,17940,425,-2658,-603,2672,190899
-2868,-800,17824,323,-3153,-277,2704,190920
-2556,-608,17852,-398,-2681,-64,2736,190941
-2832,-772,18052,-1247,-1913,-239,2672,190962
-2888,-1304,18428,-1539,-1624,-494,2720,190983
-2064,-1344,17792,-1233,-2001,-295,2656,191004
-2132,-1364,17972,-991,-2000,53,2704,191025
-2500,-1192,18232,-1463,-1771,-50,2720,191046
-2512,-1248,18168,-2775,-965,-273,2640,191067
-2148,-1352,17932,-3610,-771,-272,2656,191088
-1652,-1684,17968,-5114,-62,191,2672,191109
-1660,-1280,18280,-8336,642,292,2704,191130
-1840,-2380,18480,-13291,476,-469,2736,191151
-1572,-2052,18104,-18354,97,-1203,2816,191172
-2368,-4084,17716,-21498,174,-1257,2720,191193
-2288,-6736,17436,-20401,-390,-1095,2768,191214
-2008,-6456,18044,-19167,-2076,-1485,2704,191235
-2672,-7004,18004,-18335,-855,-2180,2720,191256
-2160,-8036,16652,-17407,-143,-1998,2768,191277
-1580,-8540,15620,-15825,-327,-1389,2720,191298
-1692,-9512,15160,-13474,-1038,-1359,2720,191319
-896,-9464,15072,-11204,-2687,-2074,2720,191340
-1284,-10008,15064,-10211,-2434,-3234,2784,191361
-1128,-9948,14708,-10527,-3530,-4120,2720,191382
-828,-10716,14436,-10440,-3643,-3686,2768,191403
-268,-11360,13756,-10374,-3456,-4296,2656,191424
104,-10996,13056,-10136,-4343,-5129,2736,191445
-300,-10988,13352,-10680,-3864,-5195,2736,191466
-492,-11796,13276,-12003,-2485,-4366,2832,191487
560,-12280,12788,-14145,-2134,-3371,2720,191508
1316,-12516,11924,-17167,-2617,-3307,2784,191529
1064,-12464,11472,-19440,-2142,-2673,2704,191550
668,-13480,10908,-20102,-941,-1476,2704,191571
700,-14900,9952,-20151,194,-1042,2736,191592
760,-15916,9000,-20476,953,-941,2656,191613
1116,-15984,7712,-21372,79,-616,2704,191634
708,-16316,7324,-20396,-2302,495,2704,191655
520,-15172,6732,-16816,975,2141,2704,191676
1036,-15812,5236,-13668,1003,2272,2736,191697
1264,-17184,4108,-11736,958,529,2704,191718
776,-17340,3500,-11041,783,-705,2720,191739
1012,-16136,3020,-9120,276,-375,2784,191760
776,-14976,3068,-5789,641,816,2704,191781
1728,-15168,2624,-2849,1491,394,2704,191802
1776,-16364,2400,-1636,1200,-945,2704,191823
1412,-16472,2536,-1761,417,-1754,2784,191844
1028,-16532,2500,-1213,433,-1474,2672,191865
1096,-15136,2616,1164,987,-472,2704,191886
944,-15500,2188,4310,1414,-190,2768,191907
1532,-15896,2352,6652,1457,-581,2784,191928
1700,-16480,2284,9094,1069,-892,2784,191949
1280,-17012,2748,11532,1005,-672,2672,191970
1132,-17076,3368,14981,744,166,2704,191991
904,-16452,3988,19585,1107,-160,2704,192012
1284,-15744,5108,23249,1032,-415,2704,192033
1448,-15648,6572,25450,1294,-392,2704,192054
1176,-14736,7336,26744,1006,-929,2704,192075
1644,-14412,8648,27344,133,-777,2720,192096
2048,-14300,10032,27050,27,-5,2704,192117
1928,-13148,11108,25901,-228,102,2704,192138
1640,-12316,12332,23847,29,-238,2720,192159
1156,-11668,12880,22415,1110,-743,2768,192180
1236,-10980,13784,21215,1647,-510,2736,192201
1472,-10280,14624,19734,1582,-486,2736,192222
1528,-9844,15300,18516,1543,-609,2720,192243
1340,-8796,15492,17860,831,-749,2816,192264
1244,-8272,15764,17301,2055,-544,2736,192285
1228,-7324,16088,16342,1947,-962,2704,192306
680,-6648,16396,15357,1366,-564,2784,192327
1224,-6380,17124,15485,804,381,2736,192348
1084,-6080,17280,16048,1547,348,2720,192369
1300,-5548,17708,17163,240,-620,2784,192390
860,-4564,17988,18521,-936,-1560,2768,192411
1348,-3548,17524,19259,-1238,-2148,2720,192432
1000,-2328,16724,19507,-779,-1122,2704,192453
712,-596,18684,20090,1336,226,2704,192474
1816,-1104,19096,20308,1325,430,2704,192495
448,24,18636,18290,330,-523,2704,192516
936,724,18668,16656,-2593,-925,2704,192537
1836,1804,17984,13964,-1233,-798,2640,192558
1872,2232,18060,12089,-571,-223,2720,192579
1672,2380,17736,10340,58,418,2704,192600
1428,2988,18536,9471,-483,897,2704,192621
1352,3516,18484,6830,678,14,2736,192642
1164,3700,18288,2733,471,-1372,2672,192663
1508,3688,17324,-1396,2638,-1824,2704,192684
1080,3916,16908,-5584,3385,-492,2736,192705
920,3664,19484,-9268,5170,450,2704,192726
748,3736,19436,-14219,4665,1165,2784,192747
-480,3316,20620,-25461,4596,-51,2720,192768
352,1608,19536,-32768,3418,-2247,2640,192789
732,-1716,20360,-32768,3005,-1636,2720,192810
1144,-4156,18880,-32768,3274,213,2720,192831
892,-7476,17984,-32768,4502,1668,2736,192852
-540,-9576,17200,-32768,1680,1261,2736,192873
316,-10048,15296,-32768,3408,25,2720,192894
-1064,-10876,12396,-32768,5426,-240,2720,192915
908,-12132,9504,-32768,4815,-817,2736,192936
-300,-14140,6932,-32768,292,-2421,2736,192957
-1464,-15676,7476,-32768,-1333,-2816,2720,192978
-1000,-15568,6924,-29101,193,-1440,2736,192999
516,-14696,4136,-23060,2876,-1107,2704,193020
208,-14580,2400,-15231,2398,-1833,2720,193041
636,-16016,1836,-9003,-478,-1763,2768,193062
804,-18108,2024,-6744,-1983,-2138,2736,193083
1128,-16056,1792,-7340,-2360,-2534,2736,193104
960,-14380,1648,-7208,-2037,-1774,2720,193125
620,-14768,884,-5475,-683,-391,2672,193146
452,-16024,804,-2835,-737,-53,2736,193167
820,-17952,960,-619,-316,-671,2720,193188
972,-16952,256,2966,-156,-1153,2720,193209
752,-15920,304,9448,386,-629,2720,193230
328,-16664,408,17347,-178,166,2736,193251
1392,-16168,1712,23733,-44,340,2736,193272
1184,-15932,2916,28849,142,1552,2768,193293
192,-15004,4524,32767,412,3765,2704,193314
720,-15648,6392,32767,107,4907,2704,193335
692,-15116,8204,32767,-451,5399,2736,193356
600,-14048,10472,32767,-1692,6367,2736,193377
292,-11772,13040,32767,-4019,6685,2736,193398
-240,-8012,14148,32767,-4025,6663,2656,193419
-484,-6824,15776,32767,-4209,5575,2704,193440
-560,-5648,16796,32767,-4729,4082,2736,193461
-1324,-5700,19108,32767,-6687,2748,2768,193482
-688,-3932,19556,32767,-8785,693,2656,193503
744,-1096,16940,32767,-10619,-662,2736,193524
1536,1496,17472,28282,-7860,-884,2720,193545
1872,1852,19244,19016,-3435,-2176,2704,193566
1740,1232,19768,13098,-1108,-4163,2736,193587
1524,2172,17880,9947,-796,-4351,2720,193608
848,2876,18568,8319,-1762,-2154,2768,193629
2032,3428,18228,5582,-1592,-1012,2832,193650
2168,3660,17728,1328,768,-1403,2832,193671
1632,2720,18096,-1877,2119,-1648,2736,193692
2244,2396,17376,-4313,2200,-1536,2720,193713
1324,2552,18724,-6085,1173,-785,2768,193734
792,3392,20136,-13934,863,196,2784,193755
1000,1972,22312,-25820,2503,1351,2736,193776
2968,840,20092,-32768,5538,2389,2736,193797
844,-2812,20200,-32768,1556,4009,2768,193818
776,-4556,20908,-32768,3145,4510,2672,193839
-648,-8632,21048,-32768,8452,6966,2784,193860
-620,-10560,14776,-32768,13734,8753,2736,193881
700,-9316,9952,-32768,15858,6486,2736,193902
-1148,-10708,7560,-32768,14272,2620,2704,193923
160,-11452,3728,-32768,9982,-412,2736,193944
168,-14464,2096,-32768,3422,-4057,2720,193965
-1964,-17780,2604,-32044,1842,-7079,2720,193986
-3736,-16756,1556,-12018,3428,-6451,2768,194007
-544,-15828,436,8106,5839,-5837,2720,194028
996,-17448,-1660,27351,3538,-5125,2704,194049
1932,-18648,388,32767,-1761,-3777,2768,194070
860,-16992,3628,32767,-4238,-975,2720,194091
780,-13224,7384,32767,-3104,2455,2720,194112
992,-11100,9296,32767,-3539,4705,2784,194133
1348,-11796,11428,32767,-127,10002,2704,194154
1196,-11804,13112,32767,-8471,14810,2656,194175
1316,-7896,15964,32767,-13265,18978,2768,194196
824,-1720,18796,32767,-17547,16871,2784,194217
-4,3776,16608,32767,-18165,9980,2720,194238
2184,3172,18764,32202,-5846,4246,2720,194259
3068,2676,14352,23839,-662,939,2784,194280
712,4596,21948,15053,-1463,-2119,2736,194301
-1712,7480,25272,3127,854,-5654,2720,194322
-1792,7204,17608,-16428,5916,-7745,2736,194343
-580,4804,17032,-32768,7485,-6469,2736,194364
1776,2832,18732,-32768,9871,-6406,2704,194385
-248,-3800,22300,-32768,7987,-6175,2736,194406
3548,-7344,17380,-32768,7536,-7301,2720,194427
1616,-10252,15272,-32768,9584,-9196,2720,194448
-812,-11196,13800,-32768,12504,-10231,2704,194469
280,-12372,7152,-32768,11382,-8846,2640,194490
752,-12936,5988,-32768,9208,-7412,2720,194511
-832,-14432,4552,-32768,5642,-4344,2736,194532
-964,-18480,3244,-32768,2230,-989,2736,194553
-100,-17952,1936,-31548,-493,1461,2704,194574
-396,-17424,964,-22795,1371,3042,2736,194595
1336,-15168,-28,-13115,2054,3039,2720,194616
1032,-14940,-832,-5349,-687,454,2720,194637
932,-14996,-736,-3000,-766,-1063,2704,194658
160,-15580,-696,-2642,-1333,-1810,2768,194679
-1032,-17088,-804,-2410,-770,-1485,2720,194700
-588,-17396,-936,85,701,-1017,2720,194721
276,-16724,-1228,5155,1079,-999,2736,194742
884,-16012,-172,8961,373,-834,2768,194763
1012,-16380,788,8379,-320,-176,2736,194784
12,-16656,1368,6055,-786,852,2720,194805
-488,-16348,1720,4696,-752,1973,2736,194826
-188,-16616,1496,5844,210,1985,2784,194847
108,-16300,880,7609,218,1116,2784,194868
-320,-16616,1264,9857,-840,509,2768,194889
-560,-16624,2196,10436,-863,343,2720,194910
-316,-15920,2732,9792,-786,529,2704,194931
-256,-16516,3316,10982,-471,623,2768,194952
72,-16420,3632,13246,-134,980,2704,194973
340,-16660,3644,16984,1180,941,2704,194994
-220,-16448,3912,23377,503,508,2736,195015
-756,-16444,5184,31133,-560,280,2736,195036
-52,-15876,6672,32767,-885,1636,2736,195057
-40,-14472,8952,32767,-623,4489,2672,195078
-188,-12552,10256,32767,-2091,6874,2704,195099
-68,-10996,12984,32767,-3774,5856,2720,195120
-956,-9452,14880,32767,-1359,1846,2736,195141
-2220,-8004,13800,32767,-6353,1506,2720,195162
-348,-6656,15804,32767,-12162,1003,2720,195183
392,-2820,17196,32767,-18312,-703,2720,195204
2100,2752,15800,32767,-22822,-3593,2816,195225
2984,5572,18300,32767,-16590,-6623,2704,195246
2084,20472,12380,15896,-11029,-8369,2768,195267
652,4288,18536,-3205,3500,-4670,2720,195288
4424,2132,15964,-9566,10004,764,2736,195309
1836,4340,17924,-10438,4077,2252,2720,195330
232,3536,19020,-12377,7242,1563,2736,195351
32,2836,19284,-14291,7638,-69,2720,195372
1160,1164,18220,-9322,6053,1041,2704,195393
484,680,17232,-5000,1489,2734,2720,195414
812,368,19920,-1591,986,4221,2720,195435
1488,1484,18340,-316,3555,2428,2768,195456
-884,560,17776,184,1380,2314,2736,195477
836,704,16760,-126,-2384,6053,2784,195498
1052,1156,20864,-1810,-2282,6305,2736,195519
3860,-476,22472,-1235,-138,4389,2704,195540
3588,424,16064,-3165,774,-1103,2768,195561
-4,-484,18744,-6024,5347,-1645,2720,195582
156,-628,17564,-2598,-308,22,2672,195603
776,904,18560,-2268,-798,-76,2736,195624
20,824,18820,-2257,-1117,675,2816,195645
1312,412,18940,-2246,-1523,976,2720,195666
2076,1036,18872,-1400,-2267,-187,2656,195687
2144,144,19056,578,-1813,-1496,2672,195708
392,-1540,18860,627,-540,-146,2704,195729
1520,-452,18556,-399,1184,-909,2736,195750
752,-588,18368,234,432,-302,2704,195771
940,-512,18408,1175,-1513,632,2736,195792
1628,-368,18724,387,-686,857,2736,195813
1556,-516,18620,-331,347,723,2720,195834
1768,-328,18012,-1184,2139,275,2704,195855
1192,-424,17908,-1422,4451,-477,2736,195876
888,-380,18544,-1675,4921,-638,2768,195897
744,320,17348,81,8328,2747,2768,195918
-372,356,17920,2476,6793,4755,2720,195939
212,608,16444,5142,14294,10130,2704,195960
880,-1704,23044,8737,7984,14792,2704,195981
-3820,-608,18644,348,15,1121,2768,196002
836,-804,18092,796,1324,-417,2736,196023
-1220,-360,18272,1760,3632,-1193,2720,196044
-544,28,18480,1244,2792,-880,2784,196065
-1360,760,17716,-534,458,-1193,2784,196086
-704,272,18036,-1351,-4264,-1300,2720,196107
-1456,-344,18704,14,-2620,-350,2736,196128
-912,260,18520,129,-2474,120,2720,196149
-268,-196,18672,705,-1976,37,2720,196170
-204,-92,18676,1066,-2368,-70,2736,196191
-400,88,18544,910,-1956,-268,2768,196212
148,244,18448,737,-1797,-787,2736,196233
-12,-60,18128,893,-1536,-438,2768,196254
172,72,18088,563,-804,-189,2720,196275
284,516,17664,541,-869,8,2784,196296
836,528,18388,1141,-1153,43,2704,196317
768,-32,17048,1433,4005,513,2768,196338
148,332,17468,644,6415,1207,2768,196359
-404,-148,16572,-16,7208,1390,2736,196380
-1596,2252,4120,-13435,8295,1963,2736,196401
10108,2900,1920,-8359,-21890,4854,2704,196422
-2340,200,13164,2866,3246,-2031,2720,196443
15196,6068,10536,-8429,-4452,-1631,2768,196464
-1324,28,17516,412,-197,-1,2720,196485
-360,-320,18400,507,360,170,2720,196506
-228,-324,18436,484,308,92,2704,196527
-344,-236,18572,481,298,127,2704,196548
-348,-340,18360,491,317,159,2720,196569
-464,-380,18472,486,362,289,2848,196590
-144,-244,18540,482,357,268,2736,196611
-312,-196,18388,491,349,90,2704,196632
-292,-276,18456,516,316,119,2704,196653
-400,-340,18480,496,343,117,2704,196674
-256,-308,18392,504,331,149,2704,196695
-212,-364,18504,489,310,120,2784,196716
-232,-296,18460,494,298,58,2768,196737
-308,-296,18516,514,353,72,2704,196758
-316,-248,18388,464,340,33,2784,196779
-408,-380,18456,504,314,46,2736,196800
-252,-284,18516,453,317,20,2720,196821
-332,-368,18436,525,320,72,2768,196842
-296,-288,18384,497,330,68,2720,196863
-332,-240,18480,485,316,56,2720,196884
-344,-228,18504,483,338,72,2720,196905
-272,-332,18452,463,315,44,2768,196926
-212,-328,18424,508,308,53,2720,196947
-312,-420,18452,494,337,28,2720,196968
-272,-320,18488,546,342,48,2720,196989
-364,-208,18640,494,331,68,2768,197010
-216,-200,18436,500,302,38,2784,197031
-292,-312,18480,471,347,90,2720,197052
-324,-360,18424,480,336,21,2768,197073
-364,-352,18480,503,344,53,2736,197094
-308,-264,18604,532,349,70,2656,197115
-304,-268,18504,522,343,78,2832,197136
-256,-300,18448,486,347,37,2736,197157
-268,-336,18432,473,362,49,2736,197178
-324,-336,18452,493,332,60,2720,197199
-304,-308,18416,511,336,51,2736,197220
-360,-268,18536,501,330,31,2736,197241
-276,-228,18436,525,320,42,2704,197262
-256,-196,18516,515,318,60,2704,197283
-324,-336,18492,436,300,15,2736,197304
-348,-408,18504,500,348,83,2768,197325
-376,-376,18488,545,343,31,2704,197346
-216,-260,18488,508,342,52,2768,197367
-316,-208,18580,515,329,30,2768,197388
-272,-196,18552,517,311,33,2704,197409
-304,-264,18464,496,307,31,2720,197430
-400,-400,18484,500,329,40,2768,197451
-360,-312,18500,495,302,35,2704,197472
-284,-276,18436,541,313,58,2736,197493
-220,-152,18440,488,331,45,2704,197514
-280,-288,18480,477,348,61,2720,197535
-376,-316,18476,473,324,38,2656,197556
-324,-384,18476,492,327,69,2720,197577
-288,-376,18424,504,312,64,2704,197598
-304,-308,18488,524,337,66,2672,197619
-224,-188,18480,490,307,52,2720,197640
-300,-260,18572,493,328,58,2720,197661
-312,-284,18384,521,313,57,2704,197682
-328,-416,18428,495,337,42,2704,197703
-268,-348,18328,502,332,60,2816,197724
-204,-268,18436,507,325,41,2704,197745
-268,-232,18488,468,347,51,2768,197766
-328,-260,18524,501,319,55,2720,197787
-324,-292,18412,477,338,73,2736,197808
-252,-352,18480,485,317,45,2640,197829
-300,-340,18468,473,353,25,2704,197850
-308,-264,18564,487,317,68,2704,197871
-284,-220,18508,497,334,31,2720,197892
-308,-292,18328,531,314,52,2704,197913
-232,-352,18480,500,326,54,2720,197934
-228,-352,18380,506,339,51,2720,197955
-308,-352,18532,488,340,62,2704,197976
-336,-268,18556,493,360,70,2704,197997
-344,-220,18396,502,322,55,2720,198018
-252,-340,18344,480,303,46,2720,198039
-292,-380,18360,467,327,50,2768,198060
-296,-420,18472,510,392,34,2784,198081
-328,-320,18492,511,303,75,2736,198102
-316,-304,18500,504,286,66,2672,198123
-2124,56,18376,485,297,1175,2736,198144
-1004,36,18496,411,294,3324,2720,198165
684,-516,18408,418,406,2733,2736,198186
760,-872,18512,450,329,436,2656,198207
-376,-264,18544,495,306,69,2736,198228
-324,-304,18512,504,342,48,2736,198249
-292,-304,18464,476,291,52,2704,198270
-268,-316,18376,496,366,69,2656,198291
-344,-312,18436,519,360,44,2720,198312
-360,-264,18468,494,328,41,2736,198333
-424,-308,18432,480,347,56,2720,198354
-344,-292,18480,479,300,66,2672,198375
-284,-356,18512,511,309,48,2704,198396
-260,-340,18520,499,324,38,2816,198417
-336,-296,18340,492,347,84,2816,198438
-348,-312,18352,493,336,61,2784,198459
-308,-300,18400,510,302,43,2736,198480
-264,-312,18408,505,336,45,2704,198501
